DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,
1950-10-03,Quinteto PIRINCHO (Francisco Canaro),Arrabalera,Francisco Canaro,MILONGA,Francisco Canaro y Rosendo Mendizábal,,PIRINCHO,
1950-10-03,Quinteto PIRINCHO (Francisco Canaro),El torito,,MILONGA,Ángel Villoldo,Ángel Villoldo,PIRINCHO,
1950-12-06,Quinteto PIRINCHO (Francisco Canaro),Charamusca,,TANGO,Francisco Canaro,,PIRINCHO,
1950-12-06,Quinteto PIRINCHO (Francisco Canaro),La maleva,,TANGO,Antonio Buglione,Mario Pardo,PIRINCHO,
1950-12-06,Quinteto PIRINCHO (Francisco Canaro),Las tres de la mañana,,VALS,?,?,PIRINCHO,
1950-12-06,Quinteto PIRINCHO (Francisco Canaro),Margarita,,PASODOBLE,?,?,PIRINCHO,
1951-06-19,Quinteto PIRINCHO (Francisco Canaro),Los indios,,TANGO,Francisco Canaro,,PIRINCHO,
1951-06-19,Quinteto PIRINCHO (Francisco Canaro),Tierra negra,Alberto Arenas,TANGO,Juan Noli y Graciano De Leone,Francisco Bastardi,PIRINCHO,
1951-07-20,Quinteto PIRINCHO (Francisco Canaro),El esquinazo,,TANGO,Ángel Villoldo,Carlos Pesce y Antonio Polito,PIRINCHO,
1951-07-20,Quinteto PIRINCHO (Francisco Canaro),La quebrada,,TANGO,?,?,PIRINCHO,
1951-12-12,Quinteto PIRINCHO (Francisco Canaro),A la gran muñeca,,TANGO,Jesus Ventura,Miguel Osés,PIRINCHO,
1951-12-12,Quinteto PIRINCHO (Francisco Canaro),Matasano,,TANGO,Francisco Canaro,Pascual Contursi,PIRINCHO,
1952-04-07,Quinteto PIRINCHO (Francisco Canaro),Jueves,,TANGO,Udelino Toranzo y Rafael Rossi,,PIRINCHO,
1952-04-07,Quinteto PIRINCHO (Francisco Canaro),Milongón,,MILONGA,Francisco Canaro,Homero Manzi,PIRINCHO,
1952-04-15,Quinteto PIRINCHO (Francisco Canaro),Desde el alma,,VALS,Rosita Melo,Homero Manzi y Víctor Piuma Vélez,PIRINCHO,
1952-05-14,Quinteto PIRINCHO (Francisco Canaro),El internado,,TANGO,Francisco Canaro,,PIRINCHO,
1952-05-14,Quinteto PIRINCHO (Francisco Canaro),Lunes (Lunes trece),,TANGO,José Luis Padula,Francisco García Jiménez,PIRINCHO,
1952-07-15,Quinteto PIRINCHO (Francisco Canaro),Alfredo,,TANGO,Humberto Canaro,,PIRINCHO,
1952-09-16,Quinteto PIRINCHO (Francisco Canaro),Felicia,,TANGO,Enrique Saborido,Carlos Mauricio Pacheco,PIRINCHO,
1952-09-16,Quinteto PIRINCHO (Francisco Canaro),La barra fuerte,,TANGO,Francisco Canaro,,PIRINCHO,
1952-10-08,Quinteto PIRINCHO (Francisco Canaro),Canaro,,TANGO,José Martínez,,PIRINCHO,
1952-10-08,Quinteto PIRINCHO (Francisco Canaro),El porteño (2),,MILONGA,Francisco Canaro,José González Castillo y Luis César Amadori y Antonio Botta,PIRINCHO,
1953-08-14,Quinteto PIRINCHO (Francisco Canaro),Me enamoré una vez,,TANGO,?,?,PIRINCHO,
1953-08-14,Quinteto PIRINCHO (Francisco Canaro),Una noche de garufa,,TANGO,Eduardo Arolas,Gabriel Clausi,PIRINCHO,
1954-01-04,Quinteto PIRINCHO (Francisco Canaro),Caradura,,TANGO,?,?,PIRINCHO,
1954-01-04,Quinteto PIRINCHO (Francisco Canaro),Noches de amor,,TANGO,Francisco Canaro,,PIRINCHO,
1954-05-28,Quinteto PIRINCHO (Francisco Canaro),A su majestad,,TANGO,?,?,PIRINCHO,
1954-05-28,Quinteto PIRINCHO (Francisco Canaro),Taquito militar,,MILONGA,Mariano Mores,Dante Gilardoni,PIRINCHO,
1954-08-02,Quinteto PIRINCHO (Francisco Canaro),En el séptimo cielo,,TANGO,?,?,PIRINCHO,
1954-08-02,Quinteto PIRINCHO (Francisco Canaro),Se dice de mi,,MILONGA,Francisco Canaro,Ivo Pelay,PIRINCHO,
1954-11-17,Quinteto PIRINCHO (Francisco Canaro),Pimienta,,TANGO,Osvaldo Fresedo,,PIRINCHO,
1954-11-17,Quinteto PIRINCHO (Francisco Canaro),Viviré con tu recuerdo,,VALS,Francisco Canaro,Ivo Pelay,PIRINCHO,
1955-01-31,Quinteto PIRINCHO (Francisco Canaro),La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,PIRINCHO,
1955-03-08,Quinteto PIRINCHO (Francisco Canaro),Nueve puntos,,TANGO,Francisco Canaro,,PIRINCHO,
1955-04-28,Quinteto PIRINCHO (Francisco Canaro),De contramano,,RANCHERA,Francisco Canaro,Luis César Amadori,PIRINCHO,
1955-04-28,Quinteto PIRINCHO (Francisco Canaro),El apache argentino,,TANGO,Manuel Aróztegui,Arturo Mathón,PIRINCHO,
1955-07-25,Quinteto PIRINCHO (Francisco Canaro),Joaquina,,TANGO,Juan Bergamino,,PIRINCHO,
1955-07-25,Quinteto PIRINCHO (Francisco Canaro),La refalosa,,POLCA,Francisco Canaro,,PIRINCHO,
1955-10-25,Quinteto PIRINCHO (Francisco Canaro),Bajo el cielo azul,,VALS,Francisco Canaro,Ivo Pelay,PIRINCHO,
1955-10-25,Quinteto PIRINCHO (Francisco Canaro),El once (A divertirse),,TANGO,Osvaldo Fresedo,Emilio Fresedo,PIRINCHO,
1955-12-27,Quinteto PIRINCHO (Francisco Canaro),La trampera,,MILONGA,Aníbal Troilo,,PIRINCHO,
1955-12-27,Quinteto PIRINCHO (Francisco Canaro),Qué tal,,TANGO,Francisco Canaro,Ivo Pelay,PIRINCHO,
1955-12-30,Quinteto PIRINCHO (Francisco Canaro),El gavilán,,TANGO,Francisco Canaro,,PIRINCHO,
1955-12-30,Quinteto PIRINCHO (Francisco Canaro),El irresistible,,TANGO,Lorenzo Logatti,,PIRINCHO,
1955-12-30,Quinteto PIRINCHO (Francisco Canaro),Los amores con la crisis,Tita Merello,RANCHERA,?,?,PIRINCHO,
1956-04-13,Quinteto PIRINCHO (Francisco Canaro),Canaro en Paris,,TANGO,Juan Caldarella y Alejandro Scarpino,José Scarpino,PIRINCHO,
1956-04-13,Quinteto PIRINCHO (Francisco Canaro),Vibraciones del alma,,VALS,Francisco Canaro,,PIRINCHO,
1956-04-24,Quinteto PIRINCHO (Francisco Canaro),Derecho viejo,,TANGO,Eduardo Arolas,Gabriel Clausi,PIRINCHO,
1956-04-24,Quinteto PIRINCHO (Francisco Canaro),Mano brava (2),,TANGO,Francisco Canaro y Juan Canaro,,PIRINCHO,
1956-06-08,Quinteto PIRINCHO (Francisco Canaro),Adoración,,VALS,Ramón Eladio Argüello,Pedro Pidoto,PIRINCHO,
1956-06-08,Quinteto PIRINCHO (Francisco Canaro),El favorito,,TANGO,?,?,PIRINCHO,
1956-06-08,Quinteto PIRINCHO (Francisco Canaro),Olga,,VALS,Francisco Peña,Francisco Peña,PIRINCHO,
1956-06-08,Quinteto PIRINCHO (Francisco Canaro),Pan nuestro,,TANGO,Juan Noli,,PIRINCHO,
1956-09-09,Quinteto PIRINCHO (Francisco Canaro),Corralera,,MILONGA,Anselmo Aieta,,PIRINCHO,
1956-09-19,Quinteto PIRINCHO (Francisco Canaro),El pillín,,TANGO,Francisco Canaro,,PIRINCHO,
1956-11-21,Quinteto PIRINCHO (Francisco Canaro),El pardo cejas,,TANGO,Prudencio Aragón,,PIRINCHO,
1956-11-21,Quinteto PIRINCHO (Francisco Canaro),Tana linda,,TANGO,?,?,PIRINCHO,
1956-12-19,Quinteto PIRINCHO (Francisco Canaro),Canillita,,TANGO,Francisco Canaro,,PIRINCHO,
1956-12-19,Quinteto PIRINCHO (Francisco Canaro),El Talar,,TANGO,Prudencio Aragón,,PIRINCHO,
1957-01-31,Quinteto PIRINCHO (Francisco Canaro),Marianito,,TANGO,Domingo Salerno,,PIRINCHO,
1957-01-31,Quinteto PIRINCHO (Francisco Canaro),Zorro Gris,,TANGO,Rafael Tuegols,Francisco García Jiménez,PIRINCHO,
1957-09-02,Quinteto PIRINCHO (Francisco Canaro),Mala junta,,TANGO,Julio De Caro y Pedro Laurenz,Juan Velich,PIRINCHO,
1957-09-02,Quinteto PIRINCHO (Francisco Canaro),Milonga del tiempo heroico,,MILONGA,Francisco Canaro,,PIRINCHO,
1958-04-21,Quinteto PIRINCHO (Francisco Canaro),Bailonga,,MILONGA,Mariano Mores,,PIRINCHO,
1958-04-21,Quinteto PIRINCHO (Francisco Canaro),Bronce (2),,TANGO,?,?,PIRINCHO,
1958-05-26,Quinteto PIRINCHO (Francisco Canaro),A mi madre,,VALS,Francisco Peña,Francisco Peña,PIRINCHO,
1958-08-28,Quinteto PIRINCHO (Francisco Canaro),El firulete,,MILONGA,Mariano Mores,Rodolfo Taboada,PIRINCHO,
1959-03-24,Quinteto PIRINCHO (Francisco Canaro),Boedo,,TANGO,Julio De Caro,Dante A. Linyera,PIRINCHO,
1959-03-24,Quinteto PIRINCHO (Francisco Canaro),Recordando el noveciento,,TANGO,?,?,PIRINCHO,
1959-04-09,Quinteto PIRINCHO (Francisco Canaro),El irresistible,,TANGO,Lorenzo Logatti,,PIRINCHO,
1959-04-09,Quinteto PIRINCHO (Francisco Canaro),El porteñito,,TANGO,Ángel Villoldo,Ángel Villoldo,PIRINCHO,
1959-04-09,Quinteto PIRINCHO (Francisco Canaro),Gran Hotel Victoria (Hotel Victoria),,TANGO,Feliciano Latasa,Carlos Pesce,PIRINCHO,
1959-04-09,Quinteto PIRINCHO (Francisco Canaro),La cara de la luna,,MILONGA,Manuel Campoamor,,PIRINCHO,
1959-04-15,Quinteto PIRINCHO (Francisco Canaro),Don Juan,,TANGO,Ernesto Ponzio,Ricardo Podesta,PIRINCHO,
1959-04-15,Quinteto PIRINCHO (Francisco Canaro),El choclo,,TANGO,Angel Villoldo,Angel Villoldo,PIRINCHO,
1959-04-15,Quinteto PIRINCHO (Francisco Canaro),El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,PIRINCHO,
1959-04-15,Quinteto PIRINCHO (Francisco Canaro),Rodriguez Peña,,TANGO,Vicente Greco,Juan Velich,PIRINCHO,
1959-04-22,Quinteto PIRINCHO (Francisco Canaro),Che papusa oí,,TANGO,Gerardo Matos Rodríguez,Enrique Cadícamo,PIRINCHO,
1959-04-22,Quinteto PIRINCHO (Francisco Canaro),El marne,,TANGO,Eduardo Arolas,,PIRINCHO,
1959-04-22,Quinteto PIRINCHO (Francisco Canaro),El pollito,,TANGO,Francisco Canaro,,PIRINCHO,
1959-04-22,Quinteto PIRINCHO (Francisco Canaro),La morocha,,TANGO,Enrique Saborido,Angel Villoldo,PIRINCHO,
1959-04-29,Quinteto PIRINCHO (Francisco Canaro),Alma de bohemio,,TANGO,Roberto Firpo,Juan Andrés Caruso,PIRINCHO,
1959-04-29,Quinteto PIRINCHO (Francisco Canaro),El alacrán,,TANGO,Francisco Canaro,,PIRINCHO,
1959-04-29,Quinteto PIRINCHO (Francisco Canaro),La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,PIRINCHO,
1959-04-29,Quinteto PIRINCHO (Francisco Canaro),Mi noche triste,,TANGO,Samuel Castriota,Pascual Contursi,PIRINCHO,
1960-03-22,Quinteto PIRINCHO (Francisco Canaro),El laberinto,,TANGO,?,?,PIRINCHO,
1960-03-22,Quinteto PIRINCHO (Francisco Canaro),Entrada prohibida,,TANGO,Luis Teisseire,Germán Teisseire,PIRINCHO,
1960-08-06,Quinteto PIRINCHO (Francisco Canaro),Mi coqueta,,VALS,?,?,PIRINCHO,
1960-08-06,Quinteto PIRINCHO (Francisco Canaro),Torta frita,Eduardo Adrian,TANGO POLQUEADO,?,?,PIRINCHO,
1960-11-29,Quinteto PIRINCHO (Francisco Canaro),A pan y agua,,TANGO,Juan Carlos Cobián,Enrique Cadícamo,PIRINCHO,
1960-11-29,Quinteto PIRINCHO (Francisco Canaro),Buen amigo,,TANGO,Julio De Caro,Juan Carlos Marambio Catan,PIRINCHO,
1960-12-01,Quinteto PIRINCHO (Francisco Canaro),Don Goyo,,TANGO,Luis Bernstein,,PIRINCHO,
1960-12-01,Quinteto PIRINCHO (Francisco Canaro),Orillera,,MILONGA,?,?,PIRINCHO,
1961-12-00,Quinteto PIRINCHO (Francisco Canaro),El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,PIRINCHO,
1961-12-26,Quinteto PIRINCHO (Francisco Canaro),Felicia,,TANGO,Enrique Saborido,Carlos Mauricio Pacheco,PIRINCHO,
1961-12-26,Quinteto PIRINCHO (Francisco Canaro),Sentimiento gaucho,,TANGO,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,PIRINCHO,
1962-05-11,Quinteto PIRINCHO (Francisco Canaro),Anoche te soñé,,TANGO,?,?,PIRINCHO,
1962-05-11,Quinteto PIRINCHO (Francisco Canaro),Noche buena,,TANGO,Enrique Esviza,,PIRINCHO,
1962-08-02,Quinteto PIRINCHO (Francisco Canaro),Mala sombra,,TANGO,?,?,PIRINCHO,
1962-08-02,Quinteto PIRINCHO (Francisco Canaro),Negro carbón,,MILONGA,?,?,PIRINCHO,
1962-10-22,Quinteto PIRINCHO (Francisco Canaro),El triunfo,,TANGO,Francisco Canaro,,PIRINCHO,
1962-10-22,Quinteto PIRINCHO (Francisco Canaro),Qué macanudo,,TANGO,Octavio Scaglione,,PIRINCHO,
1962-12-17,Quinteto PIRINCHO (Francisco Canaro),Criolla linda,,TANGO,Vicente Gorrese y Bernardo Germino,Luis Rubistein,PIRINCHO,
1962-12-17,Quinteto PIRINCHO (Francisco Canaro),El Pollo Ricardo,,TANGO,Luis Alberto Fernandez,,PIRINCHO,
1964-07-29,Quinteto PIRINCHO (Francisco Canaro),Conjuro negro,,CANDOMBE,?,?,PIRINCHO,
1964-07-29,Quinteto PIRINCHO (Francisco Canaro),La payanca,,TANGO,Augusto Berto,Jesús Fernández Blanco,PIRINCHO,
1964-07-29,Quinteto PIRINCHO (Francisco Canaro),Qué macanudo,,TANGO,Octavio Scaglione,,PIRINCHO,
1960-00-00,Quinteto REAL (Horacio Salgán),A fuego lento,,TANGO,Horacio Salgán,,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Buenos Aires,,TANGO,Manuel Jovés,Manuel Romero,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Canaro en Paris,,TANGO,Juan Caldarella y Alejandro Scarpino,José Scarpino,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Corralera,,MILONGA,Anselmo Aieta,,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),El arranque,,TANGO,Julio De Caro,Mario César Gomila,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Ensueños,,TANGO,Luis Brighenti,Enrique Cadícamo,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Felicia,,TANGO,Enrique Saborido,Carlos Mauricio Pacheco,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Julián,,TANGO,Edgardo Donato,José Panizza,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),La trampera,,MILONGA,Aníbal Troilo,,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Mal de amores,,TANGO,Pedro Laurenz,Lito Bayardo,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Organito de la tarde,,TANGO,Cátulo Castillo,José González Castillo,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Pobre gallo Bataraz,,TANGO,José Ricardo,Adolfo Herschel,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Romance de barrio,,VALS,Aníbal Troilo,Homero Manzi,REAL,
1960-00-00,Quinteto REAL (Horacio Salgán),Ya no cantas chingolo (Chingolito),,TANGO,Antonio Scatasso,Edmundo Bianchi,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),A la gran muñeca,,TANGO,Jesus Ventura,Miguel Osés,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Adiós muchachos,,TANGO,Julio César Sanders,César Vedani,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),De puro guapo,,TANGO,Pedro Laurenz,Manuel Meaños,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),El abrojito,,TANGO,Luis Bernstein,Jesús Fernández Blanco,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),El amanecer,,TANGO,Roberto Firpo,,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),El Pollo Ricardo,,TANGO,Luis Alberto Fernandez,,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Gran Hotel Victoria (Hotel Victoria),,TANGO,Feliciano Latasa,Carlos Pesce,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Loca de amor (La loca de amor),,VALS,Pablo Vázquez,Ricardo Podestá,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Tango del eco,,TANGO,?,?,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Taquito militar,,MILONGA,Mariano Mores,Dante Gilardoni,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Tema otoñal,,TANGO,Enrique Francini,,REAL,
1964-00-00,Quinteto REAL (Horacio Salgán),Vida mía,,TANGO,Osvaldo Fresedo,Emilio Fresedo,REAL,
1941-09-25,Ricardo MALERBA,Noches de Montmartre,Orlando Medina,TANGO,Manuel Pizarro,Carlos Lenzi,MALERBA,
1941-09-25,Ricardo MALERBA,Sali del paso Manolo,Orlando Medina,MILONGA,Héctor Marcó,Héctor Marcó,MALERBA,
1942-10-05,Ricardo MALERBA,Gitana rusa,Orlando Medina,TANGO,Juan Sánchez Gorio,Horacio Sanguinetti,MALERBA,
1942-10-05,Ricardo MALERBA,Mariana (2),Orlando Medina,MILONGA,Ricardo Malerba y Francisco Caso,Homero Manzi,MALERBA,
1942-11-19,Ricardo MALERBA,Ninguna,Orlando Medina,TANGO,Raúl Fernández Siro,Homero Manzi,MALERBA,
1942-11-19,Ricardo MALERBA,Oiga mozo,Orlando Medina,TANGO,Héctor Varela y Alberto Nery,Héctor Varela y Alberto Nery,MALERBA,
1943-01-18,Ricardo MALERBA,Corazón de artista,,VALS,Pascual De Gullo,,MALERBA,
1943-01-18,Ricardo MALERBA,La piba de los jazmines,Orlando Medina,TANGO,Ricardo Malerba y Dante Smurra,Julio Navarrine,MALERBA,
1943-02-12,Ricardo MALERBA,Embrujamiento,Orlando Medina,TANGO,Ricardo Malerba y Dante Smurra,Manuel Ferradás Campos,MALERBA,
1943-02-12,Ricardo MALERBA,Remembranza,Orlando Medina,TANGO,Mario Melfi,Mario Battistella,MALERBA,
1943-04-12,Ricardo MALERBA,Mamita,Orlando Medina,TANGO,,,MALERBA,
1943-04-12,Ricardo MALERBA,Ropa blanca,Orlando Medina,MILONGA,Alfredo Malerba,Homero Manzi,MALERBA,
1943-06-10,Ricardo MALERBA,24 de agosto,Orlando Medina,TANGO,Pedro Láurenz,Homero Manzi,MALERBA,
1943-06-10,Ricardo MALERBA,Cuando florezcan las rosas,Orlando Medina,VALS,Ricardo Malerba y Dante Smurra,Julio Jorge Nelson,MALERBA,
1943-08-10,Ricardo MALERBA,Magdalena,Orlando Medina,TANGO,Luis Caruso,Del Cisne,MALERBA,
1943-08-16,Ricardo MALERBA,Charamusca,,TANGO,Francisco Canaro,,MALERBA,
1943-11-08,Ricardo MALERBA,A bailar,Orlando Medina,TANGO,Domingo Federico,Homero Expósito,MALERBA,
1943-11-08,Ricardo MALERBA,Mi taza de café,Orlando Medina,TANGO,Alfredo Malerba,Homero Manzi,MALERBA,
1944-03-06,Ricardo MALERBA,Violín,Orlando Medina,TANGO,Ricardo Malerba y Dante Smurra,Horacio Sanguinetti,MALERBA,
1944-03-16,Ricardo MALERBA,Sollozos,,TANGO,Osvaldo Fresedo,Emilio Fresedo,MALERBA,
1944-03-23,Ricardo MALERBA,Guardia vieja,,TANGO,Julio De Caro,José De Grandis,MALERBA,
1944-04-18,Ricardo MALERBA,Tres amigos,Orlando Medina,TANGO,Enrique Cadícamo,Enrique Cadícamo,MALERBA,
1944-06-30,Ricardo MALERBA,Amor con amor se paga,Orlando Medina,MILONGA,Rodolfo Sciammarella,Carlos Artagnan Petit,MALERBA,
1944-06-30,Ricardo MALERBA,Triste revelacion,Orlando Medina,TANGO,Nicolás Vaccaro,Conrado D´Aiello,MALERBA,
1944-09-08,Ricardo MALERBA,Media noche,Antonio Maida,TANGO,Aníbal Troilo,Héctor Gagliardi,MALERBA,
1944-09-08,Ricardo MALERBA,Palais de glace,Orlando Medina,TANGO,Enrique Cadícamo,Enrique Cadícamo,MALERBA,
1944-10-16,Ricardo MALERBA,Encuentro,Antonio Maida,TANGO,Miguel Bucino,Miguel Bucino,MALERBA,
1944-10-16,Ricardo MALERBA,Una copa mas,Antonio Maida,TANGO,Manuel Ceferino Flores y Fidel Pintos,Carlos Bahr,MALERBA,
1945-04-04,Ricardo MALERBA,Pasado florido,Antonio Maida,TANGO,Enrique Cadícamo,Enrique Cadícamo,MALERBA,
1945-04-04,Ricardo MALERBA,Siglo veinte,Antonio Maida,TANGO,César de Pardo,José García,MALERBA,
1956-03-16,Ricardo MALERBA,Historia de un amor,Alberto Sanchez,TANGO,Carlos Almarán,Carlos Almarán,MALERBA,
1956-03-16,Ricardo MALERBA,Quejas de Montmartre,Alberto Sanchez,VALS,?,?,MALERBA,
1956-06-01,Ricardo MALERBA,Aristocracia,Alberto Sanchez,VALS,?,?,MALERBA,
1956-06-01,Ricardo MALERBA,Oración peruana,Alberto Sanchez,TANGO,?,?,MALERBA,
1956-09-13,Ricardo MALERBA,Linda,Alberto Sanchez,TANGO,Lorenzo F. Olivari,,MALERBA,
1956-09-13,Ricardo MALERBA,Qué tarde que has venido,Alberto Sanchez,TANGO,Héctor Varela,Carlos Waiss,MALERBA,
1957-01-07,Ricardo MALERBA,San Martin campeón,Alberto Sanchez,CHAMAME,?,?,MALERBA,
1957-01-07,Ricardo MALERBA,Taruchito,,MILONGA,?,?,MALERBA,
1958-00-00,Ricardo MALERBA,Bailarina,,MILONGA,?,?,MALERBA,
1958-00-00,Ricardo MALERBA,El preso n°9,Roberto Solar,TANGO,?,?,MALERBA,
1961-00-00,Ricardo MALERBA,En los jardines de Granada,Roberto Solar,PASODOBLE,?,?,MALERBA,
1961-00-00,Ricardo MALERBA,La morena de mi copla,Roberto Solar,PASODOBLE,?,?,MALERBA,
1937-06-23,Ricardo TANTURI,A la luz del candil,Carlos Ortega,TANGO,Carlos Vicente Geroni Flores,Julio Navarrine,TANTURI,
1937-06-23,Ricardo TANTURI,Tierrita,,TANGO,Agustín Bardi,Jesús Fernández Blanco,TANTURI,
1938-06-09,Ricardo TANTURI,Carrasco,Carlos Ortega,MARCHA,Ricardo Tanturi,Carlos Ortega,TANTURI,
1938-06-09,Ricardo TANTURI,Gallo ciego,,TANGO,Agustin Bardi,,TANTURI,
1940-11-18,Ricardo TANTURI,Argañaraz (Aquellas farras),,TANGO,Roberto Firpo,Enrique Cadícamo,TANTURI,
1940-11-18,Ricardo TANTURI,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,TANTURI,
1941-01-08,Ricardo TANTURI,El buey solo,,TANGO,Agustín Bardi,,TANTURI,
1941-01-08,Ricardo TANTURI,Recuerdo (2),Alberto Castillo,VALS,Alfredo Pelaia,Alfredo Pelaia,TANTURI,
1941-02-19,Ricardo TANTURI,La vida es corta,Alberto Castillo,TANGO,Ricardo Tanturi,Francisco Gorrindo,TANTURI,
1941-02-19,Ricardo TANTURI,Mozo guapo,Alberto Castillo,MILONGA,Ricardo Tanturi,Eusebio López,TANTURI,
1941-05-06,Ricardo TANTURI,La serenata (Mi amor),Alberto Castillo,VALS,Vicente Salerno,Samuel Aguayo,TANTURI,
1941-05-06,Ricardo TANTURI,Una noche de garufa,,TANGO,Eduardo Arolas,Gabriel Clausi,TANTURI,
1941-06-16,Ricardo TANTURI,Comparsa criolla (Comme il faut),,TANGO,Rafael Iriarte,,TANTURI,
1941-06-16,Ricardo TANTURI,Pocas palabras,Alberto Castillo,TANGO,Ricardo Tanturi,Enrique Cadícamo,TANTURI,
1941-07-07,Ricardo TANTURI,Lágrimas,,TANGO,Edgardo Donato,Maruja Pacheco Huergo,TANTURI,
1941-07-07,Ricardo TANTURI,Mi romance,Alberto Castillo,VALS,José Raúl Iglesias,Juan Bautista Gatti,TANTURI,
1941-08-14,Ricardo TANTURI,Adiós pueblo,,TANGO,Agustín Bardi,José De Grandis,TANTURI,
1941-08-14,Ricardo TANTURI,Noches de Colón (El alma de la calle),Alberto Castillo,TANGO,Raúl de los Hoyos,Roberto Cayol,TANTURI,
1941-09-18,Ricardo TANTURI,Didí,,TANGO,Roberto Firpo,,TANTURI,
1941-09-18,Ricardo TANTURI,Mi morocha,Alberto Castillo,MILONGA,Emilio Querejeta,Enrique Dizeo,TANTURI,
1941-11-27,Ricardo TANTURI,El moro,Alberto Castillo,TANGO,Carlos Gardel y José Razzano,Juan María Gutiérrez,TANTURI,
1941-11-27,Ricardo TANTURI,La huella,,TANGO,Manuel Aníbal Villanueva,,TANTURI,
1941-12-23,Ricardo TANTURI,Ese sos vos,Alberto Castillo,TANGO,Ricardo Tanturi,Francisco García Jiménez,TANTURI,
1941-12-23,Ricardo TANTURI,Recuerdo malevo,Alberto Castillo,TANGO,Carlos Gardel,Alfredo Le Pera,TANTURI,
1942-03-18,Ricardo TANTURI,Al compas de un tango,Alberto Castillo,TANGO,Alberto Suárez Villanueva,Oscar Rubens,TANTURI,
1942-03-18,Ricardo TANTURI,Madame Ivonne,Alberto Castillo,TANGO,Eduardo Pereyra,Enrique Cadícamo,TANTURI,
1942-05-27,Ricardo TANTURI,Así es la milonga,Alberto Castillo,MILONGA,Oscar Rubens,Oscar Rubens,TANTURI,
1942-05-27,Ricardo TANTURI,Decile que vuelva,Alberto Castillo,TANGO,Miguel Bucino,Miguel Bucino,TANTURI,
1942-07-20,Ricardo TANTURI,La copa del olvido,Alberto Castillo,TANGO,Enrique Delfino,Alberto Vacarezza,TANTURI,
1942-07-20,Ricardo TANTURI,Tango,Alberto Castillo,TANGO,Sebastián Piana,Homero Manzi,TANTURI,
1942-08-14,Ricardo TANTURI,El Tango es el Tango,Alberto Castillo,TANGO,José Raúl Iglesias,Juan Bautista Gatti,TANTURI,
1942-08-14,Ricardo TANTURI,Esta noche me emborracho,Alberto Castillo,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,TANTURI,
1942-09-15,Ricardo TANTURI,Cómo se pianta la vida,Alberto Castillo,TANGO,Carlos Viván,Carlos Viván,TANTURI,
1942-09-15,Ricardo TANTURI,Marisabel,Alberto Castillo,VALS,Carlos Vicente Geroni Flores,Claudio Frollo,TANTURI,
1942-09-22,Ricardo TANTURI,Muñeca brava,Alberto Castillo,TANGO,Luis Visca,Enrique Cadícamo,TANTURI,
1942-09-22,Ricardo TANTURI,Un crimen,Alberto Castillo,TANGO,Luis Rubistein,Luis Rubistein,TANTURI,
1942-11-04,Ricardo TANTURI,Cuatro Compases,Alberto Castillo,TANGO,Atilio Bruni,Oscar Rubens,TANTURI,
1942-11-04,Ricardo TANTURI,Recuerdo,,TANGO,Osvaldo Pugliese,Eduardo Moreno,TANTURI,
1942-12-04,Ricardo TANTURI,Asi se baila el tango,Alberto Castillo,TANGO,Elías Randal,Marvil,TANTURI,
1942-12-04,Ricardo TANTURI,Canción de rango (Pa' que se callen),Alberto Castillo,TANGO,Raúl Kaplún,José María Suñé,TANTURI,
1942-12-04,Ricardo TANTURI,Me llaman El Zorro,Alberto Castillo,TANGO,Mario Perini,Roberto Lambertucci,TANTURI,
